Date,Open,High,Low,Close,Adj Close,Volume
2018-05-01,93.20999908447266,95.29000091552734,92.79000091552734,95.0,90.3277816772461,31408900
2018-05-02,94.98999786376953,95.16999816894531,93.19000244140625,93.51000213623047,88.91107177734375,27471000
2018-05-03,92.95999908447266,94.93000030517578,92.44999694824219,94.06999969482422,89.44353485107422,31142500
2018-05-04,93.31999969482422,95.37000274658203,92.91999816894531,95.16000366210938,90.47992706298828,22531300
2018-05-07,95.16999816894531,96.70999908447266,95.0999984741211,96.22000122070312,91.48779296875,24242000
2018-05-08,95.8499984741211,96.16000366210938,95.05999755859375,95.80999755859375,91.09795379638672,23484600
2018-05-09,96.01000213623047,96.97000122070312,95.05000305175781,96.94000244140625,92.17239379882812,27327400
2018-05-10,97.45999908447266,97.94999694824219,97.05000305175781,97.91000366210938,93.09468078613281,22388100
2018-05-11,97.80000305175781,97.87000274658203,97.04000091552734,97.69999694824219,92.8949966430664,16778300
2018-05-14,97.91999816894531,98.69000244140625,97.30999755859375,98.02999877929688,93.20877838134766,19454100
2018-05-15,97.23999786376953,97.8499984741211,96.33999633789062,97.31999969482422,92.53370666503906,24594000
2018-05-16,97.36000061035156,97.4000015258789,96.62000274658203,97.1500015258789,92.77243041992188,17384700
2018-05-17,96.76000213623047,97.54000091552734,95.83000183105469,96.18000030517578,91.84612274169922,17246700
2018-05-18,96.01000213623047,96.93000030517578,96.01000213623047,96.36000061035156,92.01802062988281,17865800
2018-05-21,97.0,98.01000213623047,96.80000305175781,97.5999984741211,93.20215606689453,19422500
2018-05-22,97.68000030517578,98.16999816894531,97.19999694824219,97.5,93.10664367675781,15441200
2018-05-23,96.70999908447266,98.7300033569336,96.31999969482422,98.66000366210938,94.21440124511719,21251200
2018-05-24,98.7300033569336,98.94000244140625,96.80999755859375,98.30999755859375,93.88017272949219,26649300
2018-05-25,98.30000305175781,98.9800033569336,97.86000061035156,98.36000061035156,93.92790222167969,18363900
2018-05-29,97.83999633789062,98.87999725341797,97.2300033569336,98.01000213623047,93.59368133544922,28671000
2018-05-30,98.30999755859375,99.25,97.91000366210938,98.94999694824219,94.49131774902344,22158500
2018-05-31,99.29000091552734,99.98999786376953,98.61000061035156,98.83999633789062,94.38626098632812,34140900
2018-06-01,99.27999877929688,100.86000061035156,99.16999816894531,100.79000091552734,96.24842071533203,28655600
2018-06-04,101.26000213623047,101.86000061035156,100.8499984741211,101.66999816894531,97.08875274658203,27281600
2018-06-05,102.0,102.33000183105469,101.52999877929688,102.19000244140625,97.5853271484375,23514400
2018-06-06,102.4800033569336,102.5999984741211,101.9000015258789,102.48999786376953,97.87179565429688,21122900
2018-06-07,102.6500015258789,102.69000244140625,100.37999725341797,100.87999725341797,96.33434295654297,28232200
2018-06-08,101.08999633789062,101.94999694824219,100.54000091552734,101.62999725341797,97.05055236816406,22165100
2018-06-11,101.01000213623047,101.58999633789062,100.66999816894531,101.05000305175781,96.49671173095703,23490900
2018-06-12,101.0999984741211,101.44999694824219,100.75,101.30999755859375,96.74497985839844,18325200
2018-06-13,101.72000122070312,102.01000213623047,100.55999755859375,100.8499984741211,96.30569458007812,29492900
2018-06-14,101.6500015258789,102.02999877929688,101.0,101.41999816894531,96.85002136230469,25691800
2018-06-15,101.51000213623047,101.52999877929688,100.06999969482422,100.12999725341797,95.6181411743164,65738600
2018-06-18,100.01000213623047,101.11000061035156,99.41999816894531,100.86000061035156,96.31526184082031,23586000
2018-06-19,99.6500015258789,101.0,99.5,100.86000061035156,96.31526184082031,28653100
2018-06-20,101.37000274658203,102.5199966430664,101.12000274658203,101.87000274658203,97.27973937988281,26180800
2018-06-21,102.08000183105469,102.45999908447266,100.87999725341797,101.13999938964844,96.5826416015625,23198200
2018-06-22,100.41000366210938,100.7699966430664,99.62999725341797,100.41000366210938,95.88554382324219,38923100
2018-06-25,100.0,100.11000061035156,97.30000305175781,98.38999938964844,93.95655059814453,35433300
2018-06-26,98.81999969482422,100.08000183105469,98.75,99.08000183105469,94.61546325683594,26897200
2018-06-27,99.58000183105469,100.0199966430664,97.4000015258789,97.54000091552734,93.1448745727539,31298400
2018-06-28,97.37999725341797,99.11000061035156,97.26000213623047,98.62999725341797,94.18571472167969,26650700
2018-06-29,98.93000030517578,99.91000366210938,98.33000183105469,98.61000061035156,94.16663360595703,28053200
2018-07-02,98.0999984741211,100.05999755859375,98.0,100.01000213623047,95.50354766845703,19564500
2018-07-03,100.4800033569336,100.62999725341797,98.94000244140625,99.05000305175781,94.58679962158203,14670300
2018-07-05,99.5,99.91999816894531,99.02999877929688,99.76000213623047,95.26482391357422,18977400
2018-07-06,99.88999938964844,101.43000030517578,99.66999816894531,101.16000366210938,96.60172271728516,19234600
2018-07-09,101.6500015258789,102.25,101.25,101.8499984741211,97.26065826416016,18212000
2018-07-10,102.0,102.51000213623047,101.86000061035156,102.12000274658203,97.51848602294922,19293100
2018-07-11,101.1500015258789,102.33999633789062,101.0999984741211,101.9800033569336,97.38479614257812,19644600
2018-07-12,102.7699966430664,104.41000366210938,102.7300033569336,104.19000244140625,99.4952163696289,24335900
2018-07-13,104.37000274658203,105.5999984741211,104.08999633789062,105.43000030517578,100.67933654785156,24635200
2018-07-16,105.4000015258789,105.81999969482422,104.5199966430664,104.91000366210938,100.1827621459961,21786900
2018-07-17,104.61000061035156,106.5,104.31999969482422,105.94999694824219,101.17589569091797,25901700
2018-07-18,105.94000244140625,106.05000305175781,104.72000122070312,105.12000274658203,100.38330841064453,29493900
2018-07-19,104.93000030517578,105.30999755859375,103.88999938964844,104.4000015258789,99.69574737548828,40171600
2018-07-20,108.08000183105469,108.19999694824219,106.08000183105469,106.2699966430664,101.4814682006836,56004000
2018-07-23,106.30000305175781,108.13999938964844,106.12999725341797,107.97000122070312,103.10487365722656,29707000
2018-07-24,108.56999969482422,108.81999969482422,107.26000213623047,107.66000366210938,102.8088607788086,26316600
2018-07-25,107.95999908447266,111.1500015258789,107.5999984741211,110.83000183105469,105.83600616455078,30702100
2018-07-26,110.73999786376953,111.0,109.5,109.62000274658203,104.68052673339844,31372100
2018-07-27,110.18000030517578,110.18000030517578,106.13999938964844,107.68000030517578,102.82795715332031,37005300
2018-07-30,107.19000244140625,107.52999877929688,104.76000213623047,105.37000274658203,100.62202453613281,34668300
2018-07-31,106.48999786376953,106.72000122070312,105.37999725341797,106.08000183105469,101.30004119873047,27655200
2018-08-01,106.02999877929688,106.44999694824219,105.41999816894531,106.27999877929688,101.49102020263672,23628700
2018-08-02,105.4000015258789,108.08999633789062,104.83999633789062,107.56999969482422,102.722900390625,26104300
2018-08-03,107.80000305175781,108.05000305175781,106.81999969482422,108.04000091552734,103.17172241210938,18659600
2018-08-06,108.12000274658203,108.41999816894531,107.55999755859375,108.12999725341797,103.25765228271484,20265900
2018-08-07,108.55999755859375,109.0999984741211,108.16999816894531,108.87999725341797,103.97386932373047,16080200
2018-08-08,109.33000183105469,109.75,108.76000213623047,109.48999786376953,104.55638122558594,15487500
2018-08-09,109.70999908447266,110.16000366210938,109.5999984741211,109.66999816894531,104.728271484375,13677200
2018-08-10,109.41999816894531,109.69000244140625,108.37999725341797,109.0,104.08846282958984,18183700
2018-08-13,109.23999786376953,109.58000183105469,108.0999984741211,108.20999908447266,103.33406829833984,18472500
2018-08-14,108.55999755859375,109.75,108.04000091552734,109.55999755859375,104.62322235107422,16788300
2018-08-15,108.48999786376953,108.98999786376953,106.81999969482422,107.66000366210938,103.20449829101562,29982800
2018-08-16,108.30000305175781,108.86000061035156,107.30000305175781,107.63999938964844,103.1853256225586,21384300
2018-08-17,107.36000061035156,107.9000015258789,106.69000244140625,107.58000183105469,103.12779998779297,18061500
2018-08-20,107.51000213623047,107.9000015258789,106.4800033569336,106.87000274658203,102.44718170166016,17914200
2018-08-21,106.91999816894531,107.3499984741211,105.8499984741211,105.9800033569336,101.5940170288086,22881900
2018-08-22,105.8499984741211,107.33999633789062,105.77999877929688,107.05999755859375,102.62930297851562,18000600
2018-08-23,107.1500015258789,108.18000030517578,106.87000274658203,107.55999755859375,103.1086196899414,18167700
2018-08-24,107.66999816894531,108.55999755859375,107.55999755859375,108.4000015258789,103.91384887695312,17234000
2018-08-27,109.2699966430664,109.63999938964844,108.51000213623047,109.5999984741211,105.06419372558594,19662300
2018-08-28,109.94000244140625,110.5,109.79000091552734,110.26000213623047,105.69688415527344,19151500
2018-08-29,110.44999694824219,112.02999877929688,110.2699966430664,112.0199966430664,107.38404846191406,20818000
2018-08-30,111.66999816894531,112.61000061035156,111.44000244140625,111.94999694824219,107.31692504882812,22798700
2018-08-31,111.69000244140625,112.77999877929688,111.5199966430664,112.33000183105469,107.68122100830078,23222700
2018-09-04,110.8499984741211,111.95999908447266,110.22000122070312,111.70999908447266,107.08686828613281,22634600
2018-09-05,111.01000213623047,111.41999816894531,108.0999984741211,108.48999786376953,104.00012969970703,32872400
2018-09-06,108.25,108.98999786376953,107.51000213623047,108.73999786376953,104.23979187011719,23477600
2018-09-07,108.2300033569336,108.72000122070312,107.2300033569336,108.20999908447266,103.7317123413086,22498600
2018-09-10,108.83999633789062,109.63999938964844,108.36000061035156,109.37999725341797,104.85330200195312,20727900
2018-09-11,108.9000015258789,111.58999633789062,108.88999938964844,111.23999786376953,106.63631439208984,24301800
2018-09-12,111.43000030517578,111.8499984741211,110.51000213623047,111.70999908447266,107.08686828613281,18891100
2018-09-13,112.12000274658203,113.7300033569336,112.12000274658203,112.91000366210938,108.23722839355469,26055600
2018-09-14,113.36000061035156,113.7300033569336,112.44000244140625,113.37000274658203,108.67816925048828,19122300
2018-09-17,113.69000244140625,113.69999694824219,111.86000061035156,112.13999938964844,107.49906921386719,20736500
2018-09-18,112.19000244140625,113.69999694824219,111.72000122070312,113.20999908447266,108.5248031616211,22170900
2018-09-19,113.05000305175781,113.31999969482422,111.04000091552734,111.69999694824219,107.07728576660156,21728400
2018-09-20,112.27999877929688,113.80000305175781,111.93000030517578,113.56999969482422,108.8698959350586,23714500
2018-09-21,114.0,115.29000091552734,113.51000213623047,114.26000213623047,109.53133392333984,71229700
2018-09-24,113.02999877929688,114.9000015258789,112.22000122070312,114.66999816894531,109.92438507080078,27334500
2018-09-25,114.80000305175781,115.0999984741211,113.75,114.44999694824219,109.71346282958984,22668000
2018-09-26,114.47000122070312,115.05999755859375,113.73999786376953,113.9800033569336,109.26294708251953,19352000
2018-09-27,114.77999877929688,114.91000366210938,114.19999694824219,114.41000366210938,109.67514038085938,19091300
2018-09-28,114.19000244140625,114.56999969482422,113.68000030517578,114.37000274658203,109.63678741455078,21647800
2018-10-01,114.75,115.68000030517578,114.7300033569336,115.61000061035156,110.82549285888672,18883100
2018-10-02,115.30000305175781,115.83999633789062,114.44000244140625,115.1500015258789,110.38451385498047,20787200
2018-10-03,115.41999816894531,116.18000030517578,114.93000030517578,115.16999816894531,110.40367889404297,16648000
2018-10-04,114.61000061035156,114.76000213623047,111.62999725341797,112.79000091552734,108.1221923828125,34821700
2018-10-05,112.62999725341797,113.16999816894531,110.63999938964844,112.12999725341797,107.48949432373047,29068900
2018-10-08,111.66000366210938,112.02999877929688,109.33999633789062,110.8499984741211,106.26246643066406,29640600
2018-10-09,111.13999938964844,113.08000183105469,110.80000305175781,112.26000213623047,107.61412048339844,26198600
2018-10-10,111.23999786376953,111.5,105.79000091552734,106.16000366210938,101.76656341552734,61376300
2018-10-11,105.3499984741211,108.93000030517578,104.19999694824219,105.91000366210938,101.52690124511719,63904300
2018-10-12,109.01000213623047,111.23999786376953,107.12000274658203,109.56999969482422,105.03544616699219,47742100
2018-10-15,108.91000366210938,109.4800033569336,106.94999694824219,107.5999984741211,103.14695739746094,32068100
2018-10-16,109.54000091552734,111.41000366210938,108.94999694824219,111.0,106.40625,31610200
2018-10-17,111.68000030517578,111.80999755859375,109.55000305175781,110.70999908447266,106.12826538085938,26548200
2018-10-18,110.0999984741211,110.52999877929688,107.83000183105469,108.5,104.00973510742188,32506200
2018-10-19,108.93000030517578,110.86000061035156,108.20999908447266,108.66000366210938,104.1631088256836,32785500
2018-10-22,109.31999969482422,110.54000091552734,108.23999786376953,109.62999725341797,105.09294891357422,26545600
2018-10-23,107.7699966430664,108.97000122070312,105.11000061035156,108.0999984741211,103.62627410888672,43770400
2018-10-24,108.41000366210938,108.48999786376953,101.58999633789062,102.31999969482422,98.08548736572266,63897800
2018-10-25,106.55000305175781,109.2699966430664,106.1500015258789,108.30000305175781,103.8179931640625,61646800
2018-10-26,105.69000244140625,108.75,104.76000213623047,106.95999908447266,102.53345489501953,55523100
2018-10-29,108.11000061035156,108.69999694824219,101.62999725341797,103.8499984741211,99.55216979980469,55162000
2018-10-30,103.66000366210938,104.37999725341797,100.11000061035156,103.7300033569336,99.43712615966797,65350900
2018-10-31,105.44000244140625,108.13999938964844,105.38999938964844,106.80999755859375,102.3896484375,51062400
2018-11-01,107.05000305175781,107.31999969482422,105.52999877929688,105.91999816894531,101.53648376464844,33384200
2018-11-02,106.4800033569336,107.31999969482422,104.9800033569336,106.16000366210938,101.76656341552734,37680200
2018-11-05,106.37000274658203,107.73999786376953,105.9000015258789,107.51000213623047,103.0606918334961,27922100
2018-11-06,107.37999725341797,108.83999633789062,106.27999877929688,107.72000122070312,103.26199340820312,24340200
2018-11-07,109.44000244140625,112.23999786376953,109.4000015258789,111.95999908447266,107.3265151977539,37901700
2018-11-08,111.80000305175781,112.20999908447266,110.91000366210938,111.75,107.1252212524414,25644100
2018-11-09,110.8499984741211,111.44999694824219,108.76000213623047,109.56999969482422,105.03544616699219,32039200
2018-11-12,109.41999816894531,109.95999908447266,106.0999984741211,106.87000274658203,102.44718170166016,33621800
2018-11-13,107.55000305175781,108.73999786376953,106.63999938964844,106.94000244140625,102.51427459716797,35374600
2018-11-14,108.0999984741211,108.26000213623047,104.47000122070312,104.97000122070312,101.06051635742188,39495100
2018-11-15,104.98999786376953,107.80000305175781,103.91000366210938,107.27999877929688,103.28448486328125,38505200
2018-11-16,107.08000183105469,108.87999725341797,106.80000305175781,108.29000091552734,104.25688171386719,33502100
2018-11-19,108.2699966430664,108.55999755859375,103.55000305175781,104.62000274658203,100.72357177734375,44773900
2018-11-20,101.80000305175781,102.97000122070312,99.3499984741211,101.70999908447266,97.92193603515625,64052500
2018-11-21,103.5999984741211,104.43000030517578,102.23999786376953,103.11000061035156,99.26978302001953,28130600
2018-11-23,102.16999816894531,103.80999755859375,102.0,103.06999969482422,99.23128509521484,13823100
2018-11-26,104.79000091552734,106.62999725341797,104.58000183105469,106.47000122070312,102.50465393066406,32336200
2018-11-27,106.2699966430664,107.33000183105469,105.36000061035156,107.13999938964844,103.14970397949219,29124500
2018-11-28,107.88999938964844,111.33000183105469,107.86000061035156,111.12000274658203,106.98146057128906,46788500
2018-11-29,110.33000183105469,111.12000274658203,109.02999877929688,110.19000244140625,106.08611297607422,28123200
2018-11-30,110.69999694824219,110.97000122070312,109.36000061035156,110.88999938964844,106.7600326538086,33665600
2018-12-03,113.0,113.41999816894531,110.7300033569336,112.08999633789062,107.91534423828125,34732800
2018-12-04,111.94000244140625,112.63999938964844,108.20999908447266,108.5199966430664,104.47831726074219,45197000
2018-12-06,105.81999969482422,109.23999786376953,105.0,109.19000244140625,105.12335205078125,49107400
2018-12-07,108.37999725341797,109.44999694824219,104.30000305175781,104.81999969482422,100.91610717773438,45044900
2018-12-10,104.80000305175781,107.9800033569336,103.88999938964844,107.58999633789062,103.58292388916016,40801500
2018-12-11,109.80000305175781,110.94999694824219,107.44000244140625,108.58999633789062,104.54570007324219,42381900
2018-12-12,110.88999938964844,111.2699966430664,109.04000091552734,109.08000183105469,105.01744842529297,36183000
2018-12-13,109.58000183105469,110.87000274658203,108.62999725341797,109.44999694824219,105.37367248535156,31333400
2018-12-14,108.25,109.26000213623047,105.5,106.02999877929688,102.08104705810547,47043100
2018-12-17,105.41000366210938,105.80000305175781,101.70999908447266,102.88999938964844,99.05799865722656,56957300
2018-12-18,103.75,104.51000213623047,102.5199966430664,103.97000122070312,100.09776306152344,49319200
2018-12-19,103.6500015258789,106.87999725341797,101.3499984741211,103.69000244140625,99.82819366455078,68198200
2018-12-20,103.05000305175781,104.30999755859375,98.77999877929688,101.51000213623047,97.72937774658203,70334200
2018-12-21,101.62999725341797,103.0,97.45999908447266,98.2300033569336,94.57154083251953,111242100
2018-12-24,97.68000030517578,97.97000122070312,93.9800033569336,94.12999725341797,90.62422943115234,43935200
2018-12-26,95.13999938964844,100.69000244140625,93.95999908447266,100.55999755859375,96.81476593017578,51634800
2018-12-27,99.30000305175781,101.19000244140625,96.4000015258789,101.18000030517578,97.41166687011719,49498500
2018-12-28,102.08999633789062,102.41000366210938,99.5199966430664,100.38999938964844,96.65109252929688,38196300
2018-12-31,101.29000091552734,102.4000015258789,100.44000244140625,101.56999969482422,97.78714752197266,33173800
2019-01-02,99.55000305175781,101.75,98.94000244140625,101.12000274658203,97.3539047241211,35329300
2019-01-03,100.0999984741211,100.19000244140625,97.19999694824219,97.4000015258789,93.77246856689453,42579100
2019-01-04,99.72000122070312,102.51000213623047,98.93000030517578,101.93000030517578,98.13375091552734,44060600
2019-01-07,101.63999938964844,103.2699966430664,100.9800033569336,102.05999755859375,98.2588882446289,35656100
2019-01-08,103.04000091552734,103.97000122070312,101.70999908447266,102.80000305175781,98.97135162353516,31514400
2019-01-09,103.86000061035156,104.87999725341797,103.23999786376953,104.2699966430664,100.38658142089844,32280800
2019-01-10,103.22000122070312,103.75,102.37999725341797,103.5999984741211,99.74153900146484,30067600
2019-01-11,103.19000244140625,103.44000244140625,101.63999938964844,102.80000305175781,98.97135162353516,28314200
2019-01-14,101.9000015258789,102.87000274658203,101.26000213623047,102.05000305175781,98.24925994873047,28437100
2019-01-15,102.51000213623047,105.05000305175781,101.87999725341797,105.01000213623047,101.09902954101562,31587600
2019-01-16,105.26000213623047,106.26000213623047,104.95999908447266,105.37999725341797,101.45523071289062,29853900
2019-01-17,105.0,106.62999725341797,104.76000213623047,106.12000274658203,102.1677017211914,28393000
2019-01-18,107.45999908447266,107.9000015258789,105.91000366210938,107.70999908447266,103.6984634399414,37427600
2019-01-22,106.75,107.0999984741211,104.86000061035156,105.68000030517578,101.74406433105469,32371300
2019-01-23,106.12000274658203,107.04000091552734,105.33999633789062,106.70999908447266,102.7357177734375,25874300
2019-01-24,106.86000061035156,107.0,105.33999633789062,106.19999694824219,102.24472045898438,23164800
2019-01-25,107.23999786376953,107.87999725341797,106.19999694824219,107.16999816894531,103.1785888671875,31225600
2019-01-28,106.26000213623047,106.4800033569336,104.66000366210938,105.08000183105469,101.16641998291016,29476700
2019-01-29,104.87999725341797,104.97000122070312,102.16999816894531,102.94000244140625,99.10614013671875,31490500
2019-01-30,104.62000274658203,106.37999725341797,104.33000183105469,106.37999725341797,102.41802215576172,49471900
2019-01-31,103.80000305175781,105.22000122070312,103.18000030517578,104.43000030517578,100.5406265258789,55636400
2019-02-01,103.77999877929688,104.0999984741211,102.3499984741211,102.77999877929688,98.95209503173828,35535700
2019-02-04,102.87000274658203,105.80000305175781,102.7699966430664,105.73999786376953,101.80184173583984,31315100
2019-02-05,106.05999755859375,107.2699966430664,105.95999908447266,107.22000122070312,103.22673034667969,27325400
2019-02-06,107.0,107.0,105.52999877929688,106.02999877929688,102.08104705810547,20609800
2019-02-07,105.19000244140625,105.58999633789062,104.29000091552734,105.2699966430664,101.3493423461914,29760700
2019-02-08,104.38999938964844,105.77999877929688,104.26000213623047,105.66999816894531,101.73444366455078,21461100
2019-02-11,106.19999694824219,106.58000183105469,104.97000122070312,105.25,101.33008575439453,18914100
2019-02-12,106.13999938964844,107.13999938964844,105.4800033569336,106.88999938964844,102.90901947021484,25056600
2019-02-13,107.5,107.77999877929688,106.70999908447266,106.80999755859375,102.83198547363281,18394900
2019-02-14,106.30999755859375,107.29000091552734,105.66000366210938,106.9000015258789,102.91863250732422,21784700
2019-02-15,107.91000366210938,108.30000305175781,107.36000061035156,108.22000122070312,104.18949127197266,26606900
2019-02-19,107.79000091552734,108.66000366210938,107.77999877929688,108.16999816894531,104.14134979248047,18038500
2019-02-20,107.86000061035156,107.94000244140625,106.29000091552734,107.1500015258789,103.59989929199219,21607700
2019-02-21,106.9000015258789,109.4800033569336,106.87000274658203,109.41000366210938,105.78501892089844,29063200
2019-02-22,110.05000305175781,111.19999694824219,109.81999969482422,110.97000122070312,107.2933349609375,27763200
2019-02-25,111.76000213623047,112.18000030517578,111.26000213623047,111.58999633789062,107.89277648925781,23750600
2019-02-26,111.26000213623047,113.23999786376953,111.16999816894531,112.36000061035156,108.63726806640625,21536700
2019-02-27,111.69000244140625,112.36000061035156,110.87999725341797,112.16999816894531,108.45356750488281,21487100
2019-02-28,112.04000091552734,112.87999725341797,111.7300033569336,112.02999877929688,108.31819915771484,29083900
2019-03-01,112.88999938964844,113.0199966430664,111.66999816894531,112.52999877929688,108.80164337158203,23501200
2019-03-04,113.0199966430664,113.25,110.80000305175781,112.26000213623047,108.54058837890625,26608000
2019-03-05,112.25,112.38999938964844,111.2300033569336,111.69999694824219,107.9991455078125,19538300
2019-03-06,111.87000274658203,112.66000366210938,111.43000030517578,111.75,108.04750061035156,17687000
2019-03-07,111.4000015258789,111.55000305175781,109.87000274658203,110.38999938964844,106.7325439453125,25339000
